sample,fusion genes,chrom1,base1,strand1,chrom2,base2,strand2,gap (kb),spanning pairs,spanning reads,inframe,aligns,rearrangement,contig,contig break,classification,known
PB10X,WNT9B:CAB39L,chr17,46875346,+,chr13,49377124,-,Inf,0,7,NA,FALSE,TRUE,GF_718,529,LowConfidence,-
PB10X,GH2:GYLTL1B,chr17,63881031,-,chr11,45927921,+,Inf,0,7,NA,FALSE,TRUE,GF_458,636,LowConfidence,-
PB10X,TMEM205:ZFYVE19,chr19,11345258,-,chr15,40810660,+,Inf,0,7,NA,FALSE,TRUE,GF_3504,665,LowConfidence,-
PB10X,SLC27A1:EMD,chr19,17500386,+,chrX,154379947,+,Inf,0,7,NA,FALSE,TRUE,GF_3163,506,LowConfidence,-
PB10X,BTBD2:PRPS1,chr19,2013547,-,chrX,107642370,+,Inf,0,7,NA,FALSE,TRUE,GF_1652,770,LowConfidence,-
PB10X,KCNC3:GRM3,chr19,50320598,-,chr7,86838846,+,Inf,0,7,NA,FALSE,TRUE,GF_1479,1856,LowConfidence,-
PB10X,KLK4:ECI1,chr19,50908359,-,chr16,2246974,-,Inf,0,7,NA,FALSE,TRUE,GF_2519,582,LowConfidence,-
PB10X,POLRMT:GPR160,chr19,622823,-,chr3,170038929,+,Inf,0,7,NA,FALSE,TRUE,GF_731,1718,LowConfidence,-
PB10X,SIRPB1:SLC7A2,chr20,1566159,-,chr8,17544452,+,Inf,0,7,NA,FALSE,TRUE,GF_2245,1732,LowConfidence,-
PB10X,TGIF2-C20orf24:GPANK1,chr20,36607798,+,chr6,31664996,-,Inf,0,7,NA,FALSE,TRUE,GF_2276,324,LowConfidence,-
PB10X,TCFL5:RNF146,chr20,62857396,-,chr6,127286055,+,Inf,0,7,NA,FALSE,TRUE,GF_548,927,LowConfidence,-
PB10X,TLK1:OPN5,chr2,171049814,-,chr6,47791822,+,Inf,0,7,NA,FALSE,TRUE,GF_3112,903,LowConfidence,-
PB10X,TRMT2A:ZZEF1,chr22,20114761,-,chr17,4016757,-,Inf,0,7,NA,FALSE,TRUE,GF_1173,367,LowConfidence,-
PB10X,SLC16A14:CSF3,chr2,230049764,-,chr17,40016497,+,Inf,0,7,NA,FALSE,TRUE,GF_1161,785,LowConfidence,-
PB10X,CENPO:ACAD10,chr2,24799823,+,chr12,111692718,+,Inf,0,7,NA,FALSE,TRUE,GF_647,670,LowConfidence,-
PB10X,EIF2AK3:RMND5B,chr2,88576555,-,chr5,178147751,+,Inf,0,7,NA,FALSE,TRUE,GF_3384,2167,LowConfidence,-
PB10X,UMPS:TLN1,chr3,124742245,+,chr9,35704173,-,Inf,0,7,NA,FALSE,TRUE,GF_2632,433,LowConfidence,-
PB10X,RSRC1:ANKRD33,chr3,158122273,+,chr12,51888571,+,Inf,0,7,NA,FALSE,TRUE,GF_3898,954,LowConfidence,-
PB10X,CCK:GPR157,chr3,42264697,-,chr1,9111487,-,Inf,0,7,NA,FALSE,TRUE,GF_4762,3412,LowConfidence,-
PB10X,TAPT1:RFNG,chr4,16202462,-,chr17,82050534,-,Inf,0,7,NA,FALSE,TRUE,GF_1320,1663,LowConfidence,-
PB10X,TMEM129:TBC1D2,chr4,1718755,-,chr9,98201660,-,Inf,0,7,NA,FALSE,TRUE,GF_1763,905,LowConfidence,-
PB10X,ZFYVE28:ACAA2,chr4,2271676,-,chr18,49802831,-,Inf,0,7,NA,FALSE,TRUE,GF_1463,432,LowConfidence,-
PB10X,PIGG:FAM83C,chr4,521920,+,chr20,35288951,-,Inf,0,7,NA,FALSE,TRUE,GF_2751,599,LowConfidence,-
PB10X,CTNNA1:CEP112,chr5,138782013,+,chr17,65927685,-,Inf,0,7,NA,FALSE,TRUE,GF_2902,459,LowConfidence,-
PB10X,GNPDA1:RAD23A,chr5,142004932,-,chr19,12952702,+,Inf,0,7,NA,FALSE,TRUE,GF_4657,536,LowConfidence,-
PB10X,KIAA0408:PRMT1,chr6,127453848,-,chr19,49686622,+,Inf,0,7,NA,FALSE,TRUE,GF_2908,504,LowConfidence,-
PB10X,KATNA1:LAMB2,chr6,149598224,-,chr3,49122072,-,Inf,0,7,NA,FALSE,TRUE,GF_4628,1303,LowConfidence,-
PB10X,CCDC170:IL18BP,chr6,151615659,+,chr11,72001802,+,Inf,0,7,NA,FALSE,TRUE,GF_926,1580,LowConfidence,-
PB10X,BRPF3:G3BP1,chr6,36211542,+,chr5,151800232,+,Inf,0,7,NA,FALSE,TRUE,GF_141,2585,LowConfidence,-
PB10X,PXT1:ZNF425,chr6,36425918,-,chr7,149112284,-,Inf,0,7,NA,FALSE,TRUE,GF_2425,619,LowConfidence,-
PB10X,CCL26:RITA1,chr7,75771889,-,chr12,113186689,+,Inf,0,7,NA,FALSE,TRUE,GF_2339,1133,LowConfidence,-
PB10X,CYP3A43:C14orf79,chr7,99861825,+,chr14,104988950,+,Inf,0,7,NA,FALSE,TRUE,GF_3327,1152,LowConfidence,-
PB10X,KIFC2:SNED1,chr8,144472244,+,chr2,241051744,+,Inf,0,7,NA,FALSE,TRUE,GF_2322,317,LowConfidence,-
PB10X,FGFR1:MMP12,chr8,38415873,-,chr11,102864231,-,Inf,0,7,NA,FALSE,TRUE,GF_1424,1377,LowConfidence,-
PB10X,CNTRL:BTBD19,chr9,121142247,+,chr1,44813373,+,Inf,0,7,NA,FALSE,TRUE,GF_3696,2914,LowConfidence,-
PB10X,ZER1:IGFBP6,chr9,128755411,-,chr12,53100727,+,Inf,0,7,NA,FALSE,TRUE,GF_3683,552,LowConfidence,-
PB10X,BRD3:GALNTL5,chr9,134050380,-,chr7,152014658,+,Inf,0,7,NA,FALSE,TRUE,GF_4153,296,LowConfidence,-
PB10X,TMSB15B:NR4A3,chrX,103962709,+,chr9,99825681,+,Inf,0,7,NA,FALSE,TRUE,GF_176,1105,LowConfidence,-
PB10X,DCX:SPINT1,chrX,111333056,-,chr15,40844498,+,Inf,0,7,NA,FALSE,TRUE,GF_3913,553,LowConfidence,-
PB10X,TCEANC:CSGALNACT1,chrX,13666455,+,chr8,19458623,-,Inf,0,7,NA,FALSE,TRUE,GF_465,808,LowConfidence,-
PB10X,PRDX4:CFAP46,chrX,23671629,+,chr10,132908618,-,Inf,0,7,NA,FALSE,TRUE,GF_4075,924,LowConfidence,-
PB10X,RP1-34H18.1:NAV3,chr12,77572262,+,chr12,77940319,+,368.057,0,6,NA,FALSE,FALSE,Normal16_3751_3,987,LowConfidence,-
PB10X,CPE:RBM46,chr4,165467837,+,chr4,154796751,+,10671.086,0,6,NA,FALSE,TRUE,GF_2781,2392,LowConfidence,-
PB10X,RAB3D:HNRNPUL1,chr19,11337172,-,chr19,41305651,+,29968.479,0,6,NA,FALSE,TRUE,GF_1450,512,LowConfidence,-
PB10X,PSMB9:RIMS1,chr6,32858113,+,chr6,72392714,+,39534.601,0,6,NA,FALSE,FALSE,GF_4173,1515,LowConfidence,-
PB10X,XXbac-BPG116M5.17:LYRM2,chr6,31948064,+,chr6,89637877,-,57689.813,0,6,NA,FALSE,TRUE,GF_4502,690,LowConfidence,-
PB10X,DMRT1:GABBR2,chr9,894174,+,chr9,98362836,-,97468.662,0,6,NA,FALSE,TRUE,GF_2256,873,LowConfidence,-
PB10X,FAM71F2:DNAAF5,chr7,128675840,+,chr7,775007,+,127900.833,0,6,NA,FALSE,TRUE,GF_873,1342,LowConfidence,-
PB10X,ZNF236:C11orf63,chr18,76871810,+,chr11,122903930,+,Inf,0,6,NA,FALSE,TRUE,GF_4636,948,LowConfidence,-
PB10X,USP37:MAN2C1,chr2,218498037,-,chr15,75356445,-,Inf,0,6,NA,FALSE,TRUE,GF_1912,251,LowConfidence,-
PB10X,FGF8:APOA1BP,chr10,101774732,-,chr1,156592561,+,Inf,0,6,NA,FALSE,TRUE,GF_1042,782,LowConfidence,-
PB10X,FAM111A:POPDC3,chr11,59145844,+,chr6,105159798,-,Inf,0,6,NA,FALSE,TRUE,GF_3742,851,LowConfidence,-
PB10X,MEN1:TRIM2,chr11,64805036,-,chr4,153270366,+,Inf,0,6,NA,FALSE,TRUE,GF_407,3536,LowConfidence,-
PB10X,MOGAT2:TNFRSF4,chr11,75727620,+,chr1,1213782,-,Inf,0,6,NA,FALSE,TRUE,GF_490,938,LowConfidence,-
PB10X,MFSD4:HS3ST5,chr1,205579935,+,chr6,114168456,-,Inf,0,6,NA,FALSE,TRUE,GF_4458,2467,LowConfidence,-
PB10X,RAB29:EDNRA,chr1,205770733,-,chr4,147539819,+,Inf,0,6,NA,FALSE,TRUE,GF_947,446,LowConfidence,-
PB10X,TPCN1:XRRA1,chr12,113266340,+,chr11,74848447,-,Inf,0,6,NA,FALSE,TRUE,GF_2745,467,LowConfidence,-
PB10X,C1orf86:EPHB6,chr1,2206310,-,chr7,142869835,+,Inf,0,6,NA,FALSE,TRUE,GF_799,800,LowConfidence,-
PB10X,JMJD4:SLC9A5,chr1,227733418,-,chr16,67252560,+,Inf,0,6,NA,FALSE,TRUE,GF_4312,862,LowConfidence,-
PB10X,KIF26B:LMO1,chr1,245370676,+,chr11,8227081,-,Inf,0,6,NA,FALSE,TRUE,GF_1255,525,LowConfidence,-
PB10X,PLEKHG6:SLC43A1,chr12,6327936,+,chr11,57514119,-,Inf,0,6,NA,FALSE,TRUE,GF_1099,343,LowConfidence,-
PB10X,USP44:ZNF746,chr12,95524683,-,chr7,149492968,-,Inf,0,6,NA,FALSE,TRUE,GF_2870,3260,LowConfidence,-
PB10X,LRP10:TNXB,chr14,22876349,+,chr6,32095177,-,Inf,0,6,NA,FALSE,TRUE,GF_424,991,LowConfidence,-
PB10X,MAX:FGF14,chr14,65077912,-,chr13,101875276,-,Inf,0,6,NA,FALSE,TRUE,GF_319,246,LowConfidence,-
PB10X,TLN2:NIP7,chr15,62836055,+,chr16,69341195,+,Inf,0,6,NA,FALSE,TRUE,GF_1704,1362,LowConfidence,-
PB10X,SNUPN:SYT10,chr15,75620895,-,chr12,33426483,-,Inf,0,6,NA,FALSE,TRUE,GF_185,392,LowConfidence,-
PB10X,MFGE8:TP53AIP1,chr15,88907196,-,chr11,128937886,-,Inf,0,6,NA,FALSE,TRUE,GF_4685,482,LowConfidence,-
PB10X,TICRR:KLHL13,chr15,89626042,+,chrX,117919698,-,Inf,0,6,NA,FALSE,TRUE,GF_3273,456,LowConfidence,-
PB10X,ABCC11:EML1,chr16,48227806,-,chr14,99865533,+,Inf,0,6,NA,FALSE,TRUE,GF_737,659,LowConfidence,-
PB10X,DRC7:MYL12B,chr16,57728567,+,chr18,3272895,+,Inf,0,6,NA,FALSE,TRUE,GF_361,1072,LowConfidence,-
PB10X,NCOR1:UPF1,chr17,16186556,-,chr19,18850080,+,Inf,0,6,NA,FALSE,TRUE,GF_3400,462,LowConfidence,-
PB10X,PLCD3:CETN3,chr17,45116633,-,chr5,90407827,-,Inf,0,6,NA,FALSE,TRUE,GF_3777,1271,LowConfidence,-
PB10X,ARHGAP27:RCBTB2,chr17,45431621,-,chr13,48502905,-,Inf,0,6,NA,FALSE,TRUE,GF_3647,442,LowConfidence,-
PB10X,SCRN2:NLGN4X,chr17,47838272,-,chrX,6151756,-,Inf,0,6,NA,FALSE,TRUE,GF_4468,1266,LowConfidence,-
PB10X,PHOSPHO1:MRPL19,chr17,49226647,-,chr2,75652525,+,Inf,0,6,NA,FALSE,TRUE,GF_2214,406,LowConfidence,-
PB10X,MRC2:CASP12,chr17,62667513,+,chr11,104892497,-,Inf,0,6,NA,FALSE,TRUE,GF_4551,621,LowConfidence,-
PB10X,TMEM256-PLSCR3:LARP1B,chr17,7393144,-,chr4,128114575,+,Inf,0,6,NA,FALSE,TRUE,GF_3015,594,LowConfidence,-
PB10X,SLC16A5:ATP5F1,chr17,75098164,+,chr1,111454212,+,Inf,0,6,NA,FALSE,TRUE,GF_76,441,LowConfidence,-
PB10X,AATK-AS1:BCL11A,chr17,81179138,+,chr2,60462409,-,Inf,0,6,NA,FALSE,TRUE,GF_1988,635,LowConfidence,-
PB10X,CDH20:MTMR10,chr18,61539127,+,chr15,30943055,-,Inf,0,6,NA,FALSE,TRUE,GF_3312,2757,LowConfidence,-
PB10X,ZCCHC2:FAM180A,chr18,62576634,+,chr7,135734304,-,Inf,0,6,NA,FALSE,TRUE,GF_667,1368,LowConfidence,-
PB10X,ZNF792:MESDC2,chr19,34960235,-,chr15,80952285,-,Inf,0,6,NA,FALSE,TRUE,GF_2092,2980,LowConfidence,-
PB10X,COX6B1:KANSL1L,chr19,35654658,+,chr2,210154604,-,Inf,0,6,NA,FALSE,TRUE,GF_478,2166,LowConfidence,-
PB10X,CNTD2:SERPINA12,chr19,40223391,-,chr14,94496629,-,Inf,0,6,NA,FALSE,TRUE,GF_1447,411,LowConfidence,-
PB10X,DMWD:DDC,chr19,45790913,-,chr7,50537966,-,Inf,0,6,NA,FALSE,TRUE,GF_2403,320,LowConfidence,-
PB10X,SUV420H2:CAPN10,chr19,55342033,+,chr2,240594543,+,Inf,0,6,NA,FALSE,TRUE,GF_2117,187,LowConfidence,-
PB10X,MYO7B:ETS1,chr2,127622082,+,chr11,128480439,-,Inf,0,6,NA,FALSE,TRUE,GF_3538,359,LowConfidence,-
PB10X,IFNAR1:CHMP4B,chr21,33352874,+,chr20,33852077,+,Inf,0,6,NA,FALSE,TRUE,GF_1022,1486,LowConfidence,-
PB10X,CUL3:GPR137C,chr2,224514613,-,chr14,52633840,+,Inf,0,6,NA,FALSE,TRUE,GF_1184,2030,LowConfidence,-
PB10X,APOBEC3G:HNRNPH1,chr22,39081209,+,chr5,179623154,-,Inf,0,6,NA,FALSE,TRUE,GF_2676,319,LowConfidence,-
PB10X,APOBEC3H:IGDCC3,chr22,39102025,+,chr15,65331655,-,Inf,0,6,NA,FALSE,TRUE,GF_1955,1659,LowConfidence,-
PB10X,ANKMY1:CCDC91,chr2,240554867,-,chr12,28305670,+,Inf,0,6,NA,FALSE,TRUE,GF_430,383,LowConfidence,-
PB10X,DTYMK:TRPM7,chr2,241685771,-,chr15,50594597,-,Inf,0,6,NA,FALSE,TRUE,GF_4280,303,LowConfidence,-
PB10X,WDR92:ZNF736,chr2,68137299,-,chr7,64308481,+,Inf,0,6,NA,FALSE,TRUE,GF_2568,231,LowConfidence,-
PB10X,TSGA10:CFH,chr2,99127053,-,chr1,196740617,+,Inf,0,6,NA,FALSE,TRUE,GF_3461,366,LowConfidence,-
PB10X,TGFBR2:CRABP1,chr3,30650442,+,chr15,78343523,+,Inf,0,6,NA,FALSE,TRUE,GF_1661,386,LowConfidence,-
PB10X,FAM149A:RPL28,chr4,186153748,+,chr19,55386571,+,Inf,0,6,NA,FALSE,TRUE,GF_1369,376,LowConfidence,-
PB10X,UGT2B28:RSG1,chr4,69282643,+,chr1,16233752,-,Inf,0,6,NA,FALSE,TRUE,GF_4159,592,LowConfidence,-
PB10X,HSD17B11:DDAH2,chr4,87372709,-,chr6,31728738,-,Inf,0,6,NA,FALSE,TRUE,GF_4716,864,LowConfidence,-
PB10X,SOX30:WWTR1,chr5,157648657,-,chr3,149542526,-,Inf,0,6,NA,FALSE,TRUE,GF_4255,2553,LowConfidence,-
PB10X,MSH3:ZNF76,chr5,80864921,+,chr6,35286139,+,Inf,0,6,NA,FALSE,TRUE,GF_2148,535,LowConfidence,-
PB10X,DSE:AANAT,chr6,116426811,+,chr17,76468684,+,Inf,0,6,NA,FALSE,TRUE,GF_2329,848,LowConfidence,-
PB10X,FAM162B:CYP17A1,chr6,116765148,-,chr10,102832666,-,Inf,0,6,NA,FALSE,TRUE,GF_2157,728,LowConfidence,-
PB10X,CLVS2:POU6F2,chr6,123048711,+,chr7,39433077,+,Inf,0,6,NA,FALSE,TRUE,GF_3634,665,LowConfidence,-
PB10X,KDM1B:H2AFZ,chr6,18215110,+,chr4,99949386,-,Inf,0,6,NA,FALSE,TRUE,GF_4567,1306,LowConfidence,-
PB10X,DDX39B:HPS4,chr6,31535368,-,chr22,26458568,-,Inf,0,6,NA,FALSE,TRUE,GF_1731,977,LowConfidence,-
PB10X,RINT1:RP11-1035H13.3,chr7,105551687,+,chr16,18798832,-,Inf,0,6,NA,FALSE,TRUE,GF_4649,352,LowConfidence,-
PB10X,CDCA7L:TULP2,chr7,21902979,-,chr19,48885543,-,Inf,0,6,NA,FALSE,TRUE,GF_4241,540,LowConfidence,-
PB10X,MPP6:HSD11B2,chr7,24649746,+,chr16,67435640,+,Inf,0,6,NA,FALSE,TRUE,GF_2014,500,LowConfidence,-
PB10X,RP4-777O23.3:FGD4,chr7,30500538,-,chr12,32564158,+,Inf,0,6,NA,FALSE,TRUE,GF_100,396,LowConfidence,-
PB10X,VWC2:CDCP1,chr7,49776117,+,chr3,45112430,-,Inf,0,6,NA,FALSE,TRUE,GF_6,911,LowConfidence,-
PB10X,UMAD1:MXI1,chr7,7673434,+,chr10,110228195,+,Inf,0,6,NA,FALSE,TRUE,GF_699,440,LowConfidence,-
PB10X,SORBS3:SDC3,chr8,22554590,+,chr1,30877159,-,Inf,0,6,NA,FALSE,TRUE,GF_3156,3592,LowConfidence,-
PB10X,PDLIM2:SORL1,chr8,22589728,+,chr11,121621072,+,Inf,0,6,NA,FALSE,TRUE,GF_2126,1318,LowConfidence,-
PB10X,TTPA:MMAA,chr8,63072937,-,chr4,145642382,+,Inf,0,6,NA,FALSE,TRUE,GF_1139,380,LowConfidence,-
PB10X,SWI5:NEXN,chr9,128284617,+,chr1,77933290,+,Inf,0,6,NA,FALSE,TRUE,GF_3349,337,LowConfidence,-
PB10X,LCN12:NBEA,chr9,136954809,+,chr13,35667380,+,Inf,0,6,NA,FALSE,TRUE,GF_514,336,LowConfidence,-
PB10X,RIC1:MPI,chr9,5772726,+,chr15,74890537,+,Inf,0,6,NA,FALSE,TRUE,GF_121,765,LowConfidence,-
PB10X,GLB1L:AGFG1,chr2,219243151,-,chr2,227523771,+,8280.62,0,5,NA,FALSE,TRUE,GF_4227,465,LowConfidence,-
PB10X,KDM5C:MED14,chrX,53210676,-,chrX,40654544,-,12556.132,0,5,NA,FALSE,FALSE,GF_4031,179,LowConfidence,-
PB10X,BIRC5:G6PC3,chr17,78216763,+,chr17,44075311,+,34141.452,0,5,NA,FALSE,TRUE,GF_4247,395,LowConfidence,-
PB10X,COX5A:C15orf52,chr15,74926770,-,chr15,40339616,-,34587.154,0,5,NA,FALSE,FALSE,GF_4130,240,LowConfidence,-
PB10X,TTLL2:RXRB,chr6,167338782,+,chr6,33198445,-,134140.337,0,5,NA,FALSE,TRUE,GF_889,203,LowConfidence,-
PB10X,RBP3:HELT,chr10,47355517,+,chr4,185019403,+,Inf,0,5,NA,FALSE,TRUE,GF_517,857,LowConfidence,-
PB10X,PPP2R3C:PGLYRP2,chr14,35110540,-,chr19,15472096,-,Inf,0,5,NA,FALSE,TRUE,GF_2097,654,LowConfidence,-
PB10X,USP54:GABPB2,chr10,73530143,-,chr1,151090415,+,Inf,0,5,NA,FALSE,TRUE,GF_3257,910,LowConfidence,-
PB10X,HELLS:LRRC8A,chr10,94574160,+,chr9,128886035,+,Inf,0,5,NA,FALSE,TRUE,GF_2833,3294,LowConfidence,-
PB10X,HPS1:PIWIL1,chr10,98435637,-,chr12,130343003,+,Inf,0,5,NA,FALSE,TRUE,GF_3629,497,LowConfidence,-
PB10X,CCNL2:PITRM1,chr1,1390229,-,chr10,3140797,-,Inf,0,5,NA,FALSE,TRUE,GF_3125,426,LowConfidence,-
PB10X,NDUFS8:HAPLN1,chr11,68036366,+,chr5,83673541,-,Inf,0,5,NA,FALSE,TRUE,GF_3137,400,LowConfidence,-
PB10X,VWA5B1:RNF41,chr1,20332932,+,chr12,56214060,-,Inf,0,5,NA,FALSE,TRUE,GF_1638,1838,LowConfidence,-
PB10X,CLEC7A:CHAD,chr12,10123245,-,chr17,50465854,-,Inf,0,5,NA,FALSE,TRUE,GF_1065,840,LowConfidence,-
PB10X,TMED2:LONP1,chr12,123590472,+,chr19,5693460,-,Inf,0,5,NA,FALSE,TRUE,GF_2200,605,LowConfidence,-
PB10X,CREBL2:KANSL3,chr12,12635950,+,chr2,96631466,-,Inf,0,5,NA,FALSE,TRUE,GF_2737,487,LowConfidence,-
PB10X,SRSF4:FAM195A,chr1,29159375,-,chr16,642137,+,Inf,0,5,NA,FALSE,TRUE,GF_764,312,LowConfidence,-
PB10X,EXOC3L4:LYST,chr14,103107523,+,chr1,235702961,-,Inf,0,5,NA,FALSE,TRUE,GF_393,990,LowConfidence,-
PB10X,RAD51B:TP53I3,chr14,67865127,+,chr2,24083146,-,Inf,0,5,NA,FALSE,TRUE,GF_1779,1018,LowConfidence,-
PB10X,POMT2:GNLY,chr14,77278733,-,chr2,85695339,+,Inf,0,5,NA,FALSE,TRUE,GF_214,647,LowConfidence,-
PB10X,SLC30A4:TMEM64,chr15,45490727,-,chr8,90690566,-,Inf,0,5,NA,FALSE,TRUE,GF_832,324,LowConfidence,-
PB10X,NUBP2:GYG2,chr16,1786936,+,chrX,2843212,+,Inf,0,5,NA,FALSE,TRUE,GF_4327,692,LowConfidence,-
PB10X,ORC6:ACTC1,chr16,46691100,+,chr15,34792552,-,Inf,0,5,NA,FALSE,TRUE,GF_2502,849,LowConfidence,-
PB10X,HSF4:DPYSL5,chr16,67165618,+,chr2,26942546,+,Inf,0,5,NA,FALSE,TRUE,GF_3752,2351,LowConfidence,-
PB10X,GRIN2A:KCNN4,chr16,9834104,-,chr19,43769540,-,Inf,0,5,NA,FALSE,TRUE,GF_48,688,LowConfidence,-
PB10X,RPH3AL:PRIMA1,chr17,215654,-,chr14,93779307,-,Inf,0,5,NA,FALSE,TRUE,GF_3735,2371,LowConfidence,-
PB10X,BLMH:ZNF689,chr17,30289378,-,chr16,30609620,-,Inf,0,5,NA,FALSE,TRUE,GF_2516,907,LowConfidence,-
PB10X,ATP2A3:TBC1D8B,chr17,3942606,-,chrX,106848197,+,Inf,0,5,NA,FALSE,TRUE,GF_682,743,LowConfidence,-
PB10X,WIPF2:COX6C,chr17,40273982,+,chr8,99892040,-,Inf,0,5,NA,FALSE,TRUE,GF_4411,1423,LowConfidence,-
PB10X,TGIF1:PXDN,chr18,3450494,+,chr2,1635522,-,Inf,0,5,NA,FALSE,TRUE,GF_4436,511,LowConfidence,-
PB10X,WDR7:MFN2,chr18,56935882,+,chr1,11981991,+,Inf,0,5,NA,FALSE,TRUE,GF_557,238,LowConfidence,-
PB10X,ARRDC2:TMEM138,chr19,18009681,+,chr11,61364254,+,Inf,0,5,NA,FALSE,TRUE,GF_3864,2165,LowConfidence,-
PB10X,MAP3K10:SLC35F4,chr19,40209210,+,chr14,57572013,-,Inf,0,5,NA,FALSE,TRUE,GF_354,2130,LowConfidence,-
PB10X,PSG4:CDKN2A,chr19,43197999,-,chr9,21971193,-,Inf,0,5,NA,FALSE,TRUE,GF_3766,188,LowConfidence,-
PB10X,PRSS57:HOXB6,chr19,694818,-,chr17,48598208,-,Inf,0,5,NA,FALSE,TRUE,GF_3389,189,LowConfidence,-
PB10X,KIZ:ATMIN,chr20,21226277,+,chr16,81041373,+,Inf,0,5,NA,FALSE,TRUE,GF_415,3286,LowConfidence,-
PB10X,CDK5RAP1:GGNBP2,chr20,33379464,-,chr17,36585839,+,Inf,0,5,NA,FALSE,TRUE,GF_812,187,LowConfidence,-
PB10X,SAMD10:SYT8,chr20,63976973,-,chr11,1836766,+,Inf,0,5,NA,FALSE,TRUE,GF_2719,624,LowConfidence,-
PB10X,ANAPC1:CCDC42,chr2,111776860,-,chr17,8743710,-,Inf,0,5,NA,FALSE,TRUE,GF_3702,700,LowConfidence,-
PB10X,AP1S3:PELI2,chr2,223775905,-,chr14,56290281,+,Inf,0,5,NA,FALSE,TRUE,GF_3095,418,LowConfidence,-
PB10X,RMND5A:ARMC5,chr2,86770115,+,chr16,31461927,+,Inf,0,5,NA,FALSE,TRUE,GF_2703,2034,LowConfidence,-
PB10X,REV1:SLC22A16,chr2,99408030,-,chr6,110442754,-,Inf,0,5,NA,FALSE,TRUE,GF_3284,253,LowConfidence,-
PB10X,LRRC58:SLCO5A1,chr3,120334876,-,chr8,69761862,-,Inf,0,5,NA,FALSE,TRUE,GF_262,691,LowConfidence,-
PB10X,EGF:STRBP,chr4,109999830,+,chr9,123212695,-,Inf,0,5,NA,FALSE,TRUE,GF_3345,526,LowConfidence,-
PB10X,ETFDH:VSTM5,chr4,158706350,+,chr11,93821312,-,Inf,0,5,NA,FALSE,TRUE,GF_4663,2311,LowConfidence,-
PB10X,NEIL3:BMP1,chr4,177336301,+,chr8,22192050,+,Inf,0,5,NA,FALSE,TRUE,GF_1093,2220,LowConfidence,-
PB10X,PCYOX1L:IGDCC4,chr5,149362833,+,chr15,65393507,-,Inf,0,5,NA,FALSE,TRUE,GF_3367,3768,LowConfidence,-
PB10X,GM2A:ZNF385A,chr5,151266892,+,chr12,54374123,-,Inf,0,5,NA,FALSE,TRUE,GF_3861,248,LowConfidence,-
PB10X,ATP10B:WIZ,chr5,160615847,-,chr19,15431181,-,Inf,0,5,NA,FALSE,TRUE,GF_2854,1497,LowConfidence,-
PB10X,RAB3C:NEB,chr5,58825150,+,chr2,151519051,-,Inf,0,5,NA,FALSE,TRUE,GF_2476,242,LowConfidence,-
PB10X,XRCC4:FAM160B2,chr5,83204894,+,chr8,22098422,+,Inf,0,5,NA,FALSE,TRUE,GF_449,684,LowConfidence,-
PB10X,AIG1:IGFBP1,chr6,143284211,+,chr7,45891936,+,Inf,0,5,NA,FALSE,TRUE,GF_2731,551,LowConfidence,-
PB10X,TULP4:CHCHD10,chr6,158413170,+,chr22,23767589,-,Inf,0,5,NA,FALSE,TRUE,GF_2543,493,LowConfidence,-
PB10X,NFYA:CYP2C19,chr6,41091675,+,chr10,94780503,+,Inf,0,5,NA,FALSE,TRUE,GF_293,1118,LowConfidence,-
PB10X,CUL9:BOC,chr6,43213553,+,chr3,113284342,+,Inf,0,5,NA,FALSE,TRUE,GF_4484,236,LowConfidence,-
PB10X,IKZF1:NIN,chr7,50382690,+,chr14,50729704,-,Inf,0,5,NA,FALSE,TRUE,GF_2345,4215,LowConfidence,-
PB10X,AIMP2:SREBF1,chr7,6018035,+,chr17,17819724,-,Inf,0,5,NA,FALSE,TRUE,GF_2597,386,LowConfidence,-
PB10X,POR:FAM90A26,chr7,75983829,+,chr4,9173129,+,Inf,0,5,NA,FALSE,TRUE,GF_1187,429,LowConfidence,-
PB10X,RSBN1L:MED27,chr7,77778424,+,chr9,132077568,-,Inf,0,5,NA,FALSE,TRUE,GF_905,1555,LowConfidence,-
PB10X,DKK4:NAPSA,chr8,42374761,-,chr19,50361131,-,Inf,0,5,NA,FALSE,TRUE,GF_1382,608,LowConfidence,-
PB10X,TCF24:PTCHD3,chr8,66961391,-,chr10,27411919,-,Inf,0,5,NA,FALSE,TRUE,GF_4612,506,LowConfidence,-
PB10X,PPP1R42:PSG5,chr8,67010715,-,chr19,43176133,-,Inf,0,5,NA,FALSE,TRUE,GF_613,1240,LowConfidence,-
PB10X,C9orf9:CD84,chr9,132884072,+,chr1,160565725,-,Inf,0,5,NA,FALSE,TRUE,GF_1374,695,LowConfidence,-
PB10X,C9orf85:LAMP1,chr9,71971600,+,chr13,113309656,+,Inf,0,5,NA,FALSE,TRUE,GF_3065,297,LowConfidence,-
PB10X,C9orf41:FDFT1,chr9,75017256,-,chr8,11830246,+,Inf,0,5,NA,FALSE,TRUE,GF_1797,1093,LowConfidence,-
PB10X,NUTM2F:ADCY1,chr9,94319613,-,chr7,45648674,+,Inf,0,5,NA,FALSE,TRUE,GF_57,554,LowConfidence,-
PB10X,RP11-3B12.2:RP11-807H17.1,chr7,125195082,+,chr7,125431352,+,236.27,0,4,NA,FALSE,FALSE,Normal10_9902_7,290,LowConfidence,-
