RIMOC1	MALL	ENSG00000205765.10	ENSG00000144063.4	chr5	chr2
ADAMTS5	TMPRSS12	ENSG00000154736.6	ENSG00000186452.11	chr21	chr12
ENSG00000258691	SLC29A3	ENSG00000258691.1	ENSG00000198246.10	chr14	chr10
LINC02218	RSRP1	ENSG00000249662.7	ENSG00000117616.18	chr5	chr1
RDH5	WARS1	ENSG00000135437.10	ENSG00000140105.18	chr12	chr14
XPO4	ST8SIA3	ENSG00000132953.18	ENSG00000177511.6	chr13	chr18
USP54	GABPB2	ENSG00000166348.20	ENSG00000143458.12	chr10	chr1
ADGRG1	OPCML	ENSG00000205336.14	ENSG00000183715.15	chr16	chr11
TICRR	KLHL13	ENSG00000140534.14	ENSG00000003096.15	chr15	chrX
CRTC2	CFAP45	ENSG00000160741.17	ENSG00000213085.10	chr1	chr1
REV1	SLC22A16	ENSG00000135945.10	ENSG00000004809.14	chr2	chr6
IFNLR1	SPATC1L	ENSG00000185436.12	ENSG00000160284.15	chr1	chr21
MYLK	TUBA3FP	ENSG00000065534.20	ENSG00000284130.2	chr3	chr22
CDH20	MTMR10	ENSG00000101542.10	ENSG00000166912.17	chr18	chr15
CYP3A43	CLBA1	ENSG00000021461.18	ENSG00000140104.14	chr7	chr14
FNDC8	WASH6P	ENSG00000073598.6	ENSG00000182484.15	chr17	chrX
EGF	STRBP	ENSG00000138798.13	ENSG00000165209.19	chr4	chr9
SWI5	NEXN	ENSG00000175854.15	ENSG00000162614.19	chr9	chr1
CLUL1	JADE2	ENSG00000079101.18	ENSG00000043143.22	chr18	chr5
PCYOX1L	IGDCC4	ENSG00000145882.11	ENSG00000103742.12	chr5	chr15
EIF2AK3	RMND5B	ENSG00000172071.15	ENSG00000145916.19	chr2	chr5
PRSS57	HOXB6	ENSG00000185198.12	ENSG00000108511.10	chr19	chr17
NCOR1	UPF1	ENSG00000141027.23	ENSG00000005007.14	chr17	chr19
KLB	INTS1	ENSG00000134962.7	ENSG00000164880.16	chr4	chr7
TMEM275	ENSG00000290230	ENSG00000282881.3	ENSG00000290230.1	chr1	chr8
OSBPL7	GBP1	ENSG00000006025.13	ENSG00000117228.11	chr17	chr1
RP1	LRRC57	ENSG00000104237.11	ENSG00000180979.10	chr8	chr15
SLC45A2	VSIG10	ENSG00000164175.15	ENSG00000176834.14	chr5	chr12
TSGA10	CFH	ENSG00000135951.16	ENSG00000000971.17	chr2	chr1
TRIM36	SLC7A3	ENSG00000152503.10	ENSG00000165349.12	chr5	chrX
NIBAN2	SLC22A8	ENSG00000136830.12	ENSG00000149452.16	chr9	chr11
METTL3	PLA2G4D	ENSG00000165819.12	ENSG00000159337.7	chr14	chr15
WNT16	CCT6A	ENSG00000002745.13	ENSG00000146731.11	chr7	chr7
TMEM205	ZFYVE19	ENSG00000105518.14	ENSG00000166140.17	chr19	chr15
CHMP4A	SYNDIG1L	ENSG00000254505.11	ENSG00000183379.9	chr14	chr14
ARFIP1	NBDY	ENSG00000164144.16	ENSG00000204272.13	chr4	chrX
MYO7B	ETS1	ENSG00000169994.20	ENSG00000134954.14	chr2	chr11
AGGF1	RBMX	ENSG00000164252.13	ENSG00000147274.14	chr5	chrX
ACOX2	AAK1	ENSG00000168306.13	ENSG00000115977.21	chr3	chr2
FAM151A	DHTKD1	ENSG00000162391.12	ENSG00000181192.12	chr1	chr10
BCAT1	STK40	ENSG00000060982.15	ENSG00000196182.11	chr12	chr1
RADIL	TMEM183A	ENSG00000157927.17	ENSG00000163444.12	chr7	chr1
SELENOP	TAS1R1	ENSG00000250722.6	ENSG00000173662.21	chr5	chr1
NOX5	ACIN1	ENSG00000290203.13	ENSG00000100813.15	chr15	chr14
SLC39A8	FAAP100	ENSG00000138821.14	ENSG00000185504.17	chr4	chr17
HPS1	PIWIL1	ENSG00000107521.21	ENSG00000125207.7	chr10	chr12
CLVS2	POU6F2	ENSG00000146352.13	ENSG00000106536.21	chr6	chr7
ARHGAP27	RCBTB2	ENSG00000159314.13	ENSG00000136161.13	chr17	chr13
YDJC	STOML1	ENSG00000161179.14	ENSG00000067221.14	chr22	chr15
CYP2D6	TAX1BP1	ENSG00000100197.23	ENSG00000106052.14	chr22	chr7
TUBGCP2	DGKD	ENSG00000130640.15	ENSG00000077044.11	chr10	chr2
ZER1	IGFBP6	ENSG00000160445.11	ENSG00000167779.9	chr9	chr12
CNTRL	BTBD19	ENSG00000119397.19	ENSG00000222009.9	chr9	chr1
ANAPC1	CCDC42	ENSG00000153107.13	ENSG00000161973.11	chr2	chr17
KLHL14	FAM90A3P	ENSG00000197705.10	ENSG00000233132.4	chr18	chr8
GZMB	SLC36A1	ENSG00000100453.14	ENSG00000123643.14	chr14	chr5
RPH3AL	PRIMA1	ENSG00000181031.16	ENSG00000175785.13	chr17	chr14
FAM111A	POPDC3	ENSG00000166801.17	ENSG00000132429.10	chr11	chr6
HSF4	DPYSL5	ENSG00000102878.18	ENSG00000157851.17	chr16	chr2
MMP8	ATP5PF	ENSG00000118113.12	ENSG00000154723.13	chr11	chr21
PSG4	CDKN2A	ENSG00000243137.8	ENSG00000147889.18	chr19	chr9
PLCD3	CETN3	ENSG00000161714.12	ENSG00000153140.9	chr17	chr5
AQP7	POLK	ENSG00000165269.13	ENSG00000122008.16	chr9	chr5
DEPDC5	ZNF710	ENSG00000100150.20	ENSG00000140548.10	chr22	chr15
NRG2	MARCHF2	ENSG00000158458.21	ENSG00000099785.11	chr5	chr19
ENSG00000289791	COLGALT1	ENSG00000289791.1	ENSG00000130309.12	chr5	chr19
DYM	MBNL1	ENSG00000141627.14	ENSG00000152601.18	chr18	chr3
ULK1	RGPD8	ENSG00000177169.10	ENSG00000169629.12	chr12	chr2
PLA2G3	PHF6	ENSG00000100078.4	ENSG00000156531.18	chr22	chrX
GM2A	ZNF385A	ENSG00000196743.9	ENSG00000161642.18	chr5	chr12
ARRDC2	TMEM138	ENSG00000105643.11	ENSG00000149483.13	chr19	chr11
GAR1	MZT2A	ENSG00000109534.17	ENSG00000173272.16	chr4	chr2
MR1	SEC31B	ENSG00000153029.16	ENSG00000075826.17	chr1	chr10
RSRC1	ANKRD33	ENSG00000174891.14	ENSG00000167612.13	chr3	chr12
SHKBP1	ADAD1	ENSG00000160410.15	ENSG00000164113.11	chr19	chr4
DCX	SPINT1	ENSG00000077279.21	ENSG00000166145.15	chrX	chr15
KCTD16	EDNRB	ENSG00000183775.11	ENSG00000136160.17	chr5	chr13
FKBP1B	JAK1	ENSG00000119782.14	ENSG00000162434.14	chr2	chr1
DHRS4L2	RASIP1	ENSG00000187630.18	ENSG00000105538.10	chr14	chr19
DENND2D	SRP72	ENSG00000162777.17	ENSG00000174780.17	chr1	chr4
MCM4	IL10RA	ENSG00000104738.19	ENSG00000110324.12	chr8	chr11
DISP1	MYD88	ENSG00000154309.9	ENSG00000172936.18	chr1	chr3
WNT7A	AQP12B	ENSG00000154764.6	ENSG00000185176.13	chr3	chr2
TMEM225	KLHL23	ENSG00000204300.7	ENSG00000213160.10	chr11	chr2
PPP1R13B	STS	ENSG00000088808.18	ENSG00000101846.9	chr14	chrX
BCR	FUT10	ENSG00000186716.21	ENSG00000172728.16	chr22	chr8
TNFRSF17	CEP350	ENSG00000048462.11	ENSG00000135837.17	chr16	chr1
KDM5C	MED14	ENSG00000126012.13	ENSG00000180182.11	chrX	chrX
PAK4	CCAR2	ENSG00000130669.17	ENSG00000158941.17	chr19	chr8
INTS12	TP53TG3C	ENSG00000138785.16	ENSG00000205457.12	chr4	chr16
ENSG00000268655	ABCB7	ENSG00000268655.3	ENSG00000131269.19	chr19	chrX
C8orf58	EIF3B	ENSG00000241852.11	ENSG00000106263.19	chr8	chr7
PRDX4	CFAP46	ENSG00000123131.13	ENSG00000171811.14	chrX	chr10
PRKCH	RNFT2	ENSG00000027075.17	ENSG00000135119.15	chr14	chr12
ABCC1	OPRM1	ENSG00000103222.20	ENSG00000112038.18	chr16	chr6
AGTRAP	SLCO2B1	ENSG00000177674.16	ENSG00000137491.15	chr1	chr11
TG	HERC1	ENSG00000042832.12	ENSG00000103657.14	chr8	chr15
CMPK2	ANGPTL8	ENSG00000134326.12	ENSG00000130173.14	chr2	chr19
COX5A	CCDC9B	ENSG00000178741.12	ENSG00000188549.13	chr15	chr15
CCND2	SLC13A4	ENSG00000118971.9	ENSG00000164707.16	chr12	chr7
BRD3	GALNTL5	ENSG00000169925.17	ENSG00000106648.15	chr9	chr7
UGT2B28	CPLANE2	ENSG00000135226.18	ENSG00000132881.12	chr4	chr1
PSMB9	RIMS1	ENSG00000240065.8	ENSG00000079841.20	chr6	chr6
CAPN5	FBXO4	ENSG00000149260.18	ENSG00000151876.13	chr11	chr5
CHST6	PECR	ENSG00000183196.10	ENSG00000115425.14	chr16	chr2
CCDC116	MCMBP	ENSG00000161180.11	ENSG00000197771.13	chr22	chr10
NPEPPS	BLTP1	ENSG00000141279.18	ENSG00000138688.17	chr17	chr4
CREB1	GLE1	ENSG00000118260.15	ENSG00000119392.16	chr2	chr9
GLB1L	AGFG1	ENSG00000163521.16	ENSG00000173744.18	chr2	chr2
CDCA7L	TULP2	ENSG00000164649.20	ENSG00000104804.9	chr7	chr19
BIRC5	G6PC3	ENSG00000089685.15	ENSG00000141349.10	chr17	chr17
SOX30	WWTR1	ENSG00000039600.11	ENSG00000018408.15	chr5	chr3
THUMPD1	CAPSL	ENSG00000066654.14	ENSG00000152611.12	chr16	chr5
DTYMK	TRPM7	ENSG00000168393.13	ENSG00000092439.16	chr2	chr15
PRDX1	PRSS37	ENSG00000117450.15	ENSG00000165076.14	chr1	chr7
EPHA1	GUCA1B	ENSG00000146904.9	ENSG00000112599.9	chr7	chr6
SLFN13	YIF1A	ENSG00000154760.14	ENSG00000174851.16	chr17	chr11
JMJD4	SLC9A5	ENSG00000081692.13	ENSG00000135740.17	chr1	chr16
NUBP2	GYG2	ENSG00000095906.17	ENSG00000056998.21	chr16	chrX
TCIRG1	SRSF10	ENSG00000110719.11	ENSG00000188529.15	chr11	chr1
COPS7B	C3orf22	ENSG00000144524.18	ENSG00000180697.9	chr2	chr3
FAM90A1	RPSA	ENSG00000171847.11	ENSG00000168028.15	chr12	chr3
SLC22A17	ANKHD1-EIF4EBP3	ENSG00000092096.19	ENSG00000254996.5	chr14	chr5
SDR9C7	DHX38	ENSG00000170426.2	ENSG00000140829.12	chr12	chr16
MTR	IL12A	ENSG00000116984.15	ENSG00000168811.8	chr1	chr3
FEZF1	STX4	ENSG00000128610.12	ENSG00000103496.15	chr7	chr16
ZFAND5	TP53INP2	ENSG00000107372.13	ENSG00000078804.13	chr9	chr20
WIPF2	COX6C	ENSG00000171475.14	ENSG00000164919.11	chr17	chr8
DHRS2	WASHC2C	ENSG00000100867.15	ENSG00000172661.20	chr14	chr10
BACE1	THNSL2	ENSG00000186318.18	ENSG00000144115.18	chr11	chr2
TGIF1	PXDN	ENSG00000177426.22	ENSG00000130508.11	chr18	chr2
TBC1D2B	KLF11	ENSG00000167202.12	ENSG00000172059.11	chr15	chr2
MFSD4A	HS3ST5	ENSG00000174514.13	ENSG00000249853.9	chr1	chr6
SCRN2	NLGN4X	ENSG00000141295.14	ENSG00000146938.16	chr17	chrX
MANEA	ATP6V0A1	ENSG00000172469.17	ENSG00000033627.18	chr6	chr17
CUL9	BOC	ENSG00000112659.14	ENSG00000144857.15	chr6	chr3
ZNF536	ESRRA	ENSG00000198597.10	ENSG00000173153.17	chr19	chr11
CFB	LYRM2	ENSG00000243649.10	ENSG00000083099.11	chr6	chr6
LRRC31	BUB1	ENSG00000114248.10	ENSG00000169679.15	chr3	chr2
RNF103	SPTLC2	ENSG00000239305.7	ENSG00000100596.8	chr2	chr14
IRF3	FST	ENSG00000126456.16	ENSG00000134363.12	chr19	chr5
KCNE3	CLDN11	ENSG00000175538.11	ENSG00000013297.12	chr11	chr3
MRC2	CASP12	ENSG00000011028.14	ENSG00000204403.11	chr17	chr11
KDM1B	H2AZ1	ENSG00000165097.16	ENSG00000164032.12	chr6	chr4
MED12	SLC46A1	ENSG00000184634.17	ENSG00000076351.13	chrX	chr17
SLC6A11	CGGBP1	ENSG00000132164.10	ENSG00000163320.12	chr3	chr3
PHGDH	MCOLN3	ENSG00000092621.13	ENSG00000055732.13	chr1	chr1
CLEC19A	PRCD	ENSG00000261210.8	ENSG00000214140.11	chr16	chr17
TCF24	PTCHD3	ENSG00000261787.2	ENSG00000182077.12	chr8	chr10
AVIL	RPS6KB2	ENSG00000135407.11	ENSG00000175634.15	chr12	chr11
KATNA1	LAMB2	ENSG00000186625.14	ENSG00000172037.14	chr6	chr3
ZNF236	JHY	ENSG00000130856.18	ENSG00000109944.11	chr18	chr11
RINT1	ARL6IP1	ENSG00000135249.8	ENSG00000170540.15	chr7	chr16
GNPDA1	RAD23A	ENSG00000113552.16	ENSG00000179262.10	chr5	chr19
ETFDH	VSTM5	ENSG00000171503.13	ENSG00000214376.6	chr4	chr11
ZNF398	LRRC20	ENSG00000197024.9	ENSG00000172731.15	chr7	chr10
MFGE8	TP53AIP1	ENSG00000140545.16	ENSG00000120471.16	chr15	chr11
TMEM9B	ENSG00000288695	ENSG00000175348.11	ENSG00000288695.1	chr11	chr4
NDUFAF7	DBP	ENSG00000003509.16	ENSG00000105516.11	chr2	chr19
HSD17B11	DDAH2	ENSG00000198189.11	ENSG00000213722.10	chr4	chr6
PMEL	TBC1D7	ENSG00000185664.15	ENSG00000145979.18	chr12	chr6
SBF2	CCNB1	ENSG00000133812.18	ENSG00000134057.15	chr11	chr5
PTGES2	TEX48	ENSG00000148334.16	ENSG00000230601.7	chr9	chr9
NXPE3	TPSD1	ENSG00000144815.18	ENSG00000095917.14	chr3	chr16
CCK	GPR157	ENSG00000187094.12	ENSG00000180758.12	chr3	chr1
CHMP4C	FBXL18	ENSG00000164695.5	ENSG00000155034.21	chr8	chr7
IFT20	PRRT1B	ENSG00000109083.14	ENSG00000283526.2	chr17	chr9
